gender,athlete,mark,grade,team,dist,course
M,Caden Swanson,15:30.00,12,Jesuit,5000,1.072
M,Caden Swanson,15:00.20,12,Jesuit,5000,0.960
M,Caden Swanson,15:14.90,12,Jesuit,5000,0.966
M,Matthew Wroblewski,15:37.30,10,Jesuit,5000,1.072
M,Matthew Wroblewski,15:14.00,10,Jesuit,5000,0.960
M,Matthew Wroblewski,15:37.60,10,Jesuit,5000,0.966
M,Kellen Williams,15:49.20,10,Jesuit,5000,1.072
M,Kellen Williams,15:29.00,10,Jesuit,5000,0.960
M,Kellen Williams,15:56.30,10,Jesuit,5000,0.966
M,Coen Strub,15:49.70,11,Jesuit,5000,1.072
M,Coen Strub,15:27.70,11,Jesuit,5000,0.960
M,Coen Strub,15:59.80,11,Jesuit,5000,0.966
M,Brayden Fletcher,15:50.90,10,Jesuit,5000,1.072
M,Brayden Fletcher,15:34.90,10,Jesuit,5000,0.960
M,Brayden Fletcher,15:58.00,10,Jesuit,5000,0.966
M,Jackson Welsh,16:14.60,10,Jesuit,5000,1.072
M,Jackson Welsh,16:01.80,10,Jesuit,5000,0.960
M,Jackson Welsh,16:48.40,10,Jesuit,5000,0.989
M,Loland Fleming,16:20.00,11,Jesuit,5000,1.072
M,Loland Fleming,15:45.30,11,Jesuit,5000,0.960
M,Loland Fleming,16:00.40,11,Jesuit,5000,0.966
M,Finn Lee,16:33.20,11,Lincoln,5000,1.131
M,Finn Lee,16:06.20,11,Lincoln,5000,1.029
M,Finn Lee,15:54.50,11,Lincoln,5000,0.976
M,Eamon Whitten,16:49.10,12,Lincoln,5000,1.131
M,Eamon Whitten,15:51.90,12,Lincoln,5000,0.976
M,Eamon Whitten,16:54.60,12,Lincoln,5000,1.029
M,Peter James,16:54.60,9,Lincoln,5000,1.131
M,Peter James,16:36.80,9,Lincoln,5000,1.029
M,Peter James,17:14.50,9,Lincoln,5000,0.976
M,Connor Gosselin,16:55.30,10,Lincoln,5000,1.131
M,Connor Gosselin,16:02.20,10,Lincoln,5000,1.029
M,Connor Gosselin,16:44.00,10,Lincoln,5000,0.959
