gender,athlete,mark,grade,team,dist,course
M,Yosuke Shibata,14:56.30,11,South Eugene,5000,1.077
M,Yosuke Shibata,14:53.80,11,South Eugene,5000,1.025
M,Yosuke Shibata,14:38.20,11,South Eugene,5000,0.982
M,Khalil Sabzalian,15:44.32,10,South Eugene,5000,1.077
M,Khalil Sabzalian,15:51.20,10,South Eugene,5000,1.025
M,Khalil Sabzalian,15:38.58,10,South Eugene,5000,0.979
M,Dakota Jett,16:40.30,11,South Eugene,5000,1.077
M,Dakota Jett,17:00.90,11,South Eugene,5000,1.025
M,Dakota Jett,16:21.71,11,South Eugene,5000,0.979
M,Luke Phillips,16:57.97,12,South Eugene,5000,1.077
M,Luke Phillips,16:34.90,12,South Eugene,5000,1.025
M,Luke Phillips,15:59.67,12,South Eugene,5000,0.979
M,Benjamin Ayala,17:10.17,11,South Eugene,5000,1.077
M,Benjamin Ayala,16:33.56,11,South Eugene,5000,0.979
M,Benjamin Ayala,16:49.70,11,South Eugene,5000,0.982
M,Oscar Norton,17:16.92,11,South Eugene,5000,1.077
M,Oscar Norton,17:24.30,11,South Eugene,5000,1.025
M,Oscar Norton,17:21.20,11,South Eugene,5000,0.982
M,Liv Schartz,17:32.31,11,South Eugene,5000,1.077
M,Liv Schartz,16:56.30,11,South Eugene,5000,1.025
M,Liv Schartz,16:44.02,11,South Eugene,5000,0.979
M,Benjamin Kehrein,15:20.73,12,Sheldon (OR),5000,1.077
M,Benjamin Kehrein,15:04.90,12,Sheldon (OR),5000,0.982
M,Benjamin Kehrein,15:32.60,12,Sheldon (OR),5000,1.012
M,Malachi Schoenherr,14:34.00,12,Sheldon (OR),5000,0.997
M,Malachi Schoenherr,15:00.70,12,Sheldon (OR),5000,1.012
M,Malachi Schoenherr,14:38.40,12,Sheldon (OR),5000,0.982
M,Lucas White,16:10.21,12,Sheldon (OR),5000,1.077
M,Lucas White,16:05.20,12,Sheldon (OR),5000,0.997
M,Lucas White,15:53.20,12,Sheldon (OR),5000,0.979
M,Caleb Daniels,16:25.66,10,Sheldon (OR),5000,1.077
M,Caleb Daniels,16:07.49,10,Sheldon (OR),5000,0.979
M,Caleb Daniels,16:12.16,10,Sheldon (OR),5000,0.976
M,Camden Law,17:14.62,12,Sheldon (OR),5000,1.077
M,Camden Law,16:35.15,12,Sheldon (OR),5000,0.979
M,Camden Law,17:11.50,12,Sheldon (OR),5000,1.012
M,Ash Campbell,17:26.99,12,Sheldon (OR),5000,1.077
